date,product,role,contract,expire,spot,future,basis_raw,dpv_pts,basis_adj,annualized_rate,announced_ratio
2015-07-24,IH,next,IH1509,2015-09-18,2741.044,2632.4,-108.64399999999978,3.4550967471317726,-105.188903252868,-25.01259536205966,0.6013087793924027
2015-07-24,IH,q1,IH1509,2015-09-18,2741.044,2632.4,-108.64399999999978,3.4550967471317726,-105.188903252868,-25.01259536205966,0.6013087793924027
2015-07-24,IH,q2,IH1512,2015-12-18,2741.044,2623.0,-118.04399999999987,4.08567097158422,-113.95832902841565,-10.322992106322554,0.5085039941174914
2015-07-27,IH,current,IH1508,2015-08-21,2493.29,2435.0,-58.289999999999964,0.9316930797634264,-57.35830692023654,-33.58739982254184,1.0
2015-07-27,IH,next,IH1509,2015-09-18,2493.29,2399.0,-94.28999999999996,2.1847005875804046,-92.10529941241955,-25.44068603568441,0.4264625940322987
2015-07-27,IH,q1,IH1509,2015-09-18,2493.29,2399.0,-94.28999999999996,2.1847005875804046,-92.10529941241955,-25.44068603568441,0.4264625940322987
2015-07-27,IH,q2,IH1512,2015-12-18,2493.29,2378.0,-115.28999999999996,2.758279270770109,-112.53172072922986,-11.440171549931376,0.3377805466026283
2015-07-28,IH,current,IH1508,2015-08-21,2485.674,2422.4,-63.27399999999989,0.9288471314399349,-62.34515286855995,-38.145222042097345,1.0
2015-07-28,IH,next,IH1509,2015-09-18,2485.674,2390.0,-95.67399999999998,2.178027204349809,-93.49597279565018,-26.402086880515736,0.4264625940322987
2015-07-28,IH,q1,IH1509,2015-09-18,2485.674,2390.0,-95.67399999999998,2.178027204349809,-93.49597279565018,-26.402086880515736,0.4264625940322987
2015-07-28,IH,q2,IH1512,2015-12-18,2485.674,2360.0,-125.67399999999998,2.7498538349298394,-122.92414616507014,-12.622630160501277,0.3377805466026283
2015-07-29,IH,current,IH1508,2015-08-21,2531.445,2478.4,-53.04500000000007,0.9459508473950993,-52.09904915260498,-32.66076325147652,1.0
2015-07-29,IH,next,IH1509,2015-09-18,2531.445,2445.2,-86.24500000000035,2.2181332211365214,-84.02686677886382,-23.755947786223537,0.4264625940322987
2015-07-29,IH,q1,IH1509,2015-09-18,2531.445,2445.2,-86.24500000000035,2.2181332211365214,-84.02686677886382,-23.755947786223537,0.4264625940322987
2015-07-29,IH,q2,IH1512,2015-12-18,2531.445,2420.8,-110.64499999999998,2.8004894210439373,-107.84451057895605,-10.950502985092646,0.3377805466026283
